epoch,train_acc,train_loss,val_acc,val_loss
1,0.4317119323241318,1.4245136671053547,0.6875,0.7690775394439697
2,0.5554318788958148,1.1584565550327726,0.875,0.49700406193733215
3,0.6155109082813891,1.0066690092519894,0.75,0.5135803818702698
4,0.6645425200356189,0.8894510854330853,0.84375,0.5952792167663574
5,0.6976569456812111,0.8053871706353695,0.8125,0.42862170934677124
6,0.7194178539626002,0.7464226801694767,0.90625,0.37002700567245483
7,0.7419579252003562,0.6849526097120606,0.78125,0.48795852065086365
8,0.7560106856634016,0.6560369970961968,0.84375,0.35131436586380005
9,0.7671694122885129,0.6171358630313262,0.875,0.4014774560928345
10,0.7813056544968834,0.5780493652486207,0.875,0.422677218914032
11,0.7941061887800535,0.5503441632616658,0.875,0.3477155268192291
12,0.8034004897595726,0.5243338268724597,0.8125,0.38496437668800354
13,0.8133069902048086,0.4986393817983243,0.84375,0.5447061061859131
14,0.8230465271593944,0.47808974356998424,0.875,0.28930601477622986
15,0.828806767586821,0.46154751566272706,0.875,0.4397099018096924
16,0.8369879786286731,0.4443361340414066,0.84375,0.31782281398773193
17,0.842887355298308,0.4318396439137251,0.8125,0.42689475417137146
18,0.8459761798753339,0.418090653314669,0.71875,0.47893595695495605
19,0.8506789848619768,0.4066555656804533,0.90625,0.27546021342277527
20,0.8581366874443455,0.38839472583490936,0.84375,0.43726760149002075
